title,tags
rakhwala,a littl girl come from her villag to bombay to find her father she meet vikram a kind heart person who could help her but vikram is helpless as she doesn t know her father s name nor has his photograph anilkapoor shabanaazmi farhanaaz premchopra beenabanerje k muralimohanarao
shalimar,kumar a thief by profess pose as the son of raja bahadur singh to accept an invit to the island of sir john locksley the guest includ k p w iyengar aka romeo dr dubari colonel columbus and countess sylvia rasmussen a stun kumar find out that all of these invite are master crimin kumar s guis doe not fool anyon nevertheless sir john permit him to stay on the reason whi john has invit them is to find a successor to take his place as he is die of cancer he feel that one of his invite can be trust to take his place and for this he has arrang for them to steal a rubi shalimar worth 135 crore of rupe this gem is place in a secur room within his palac which is alarm and guard he challeng one of them to steal the shalimar but if anyon fail then they are kill by the secur system pit against such veteran it look like kumar has got himself into a bind that he may not come out of aliv crime action dharmendra zeenataman rexharrison sylviamil johnsaxon s s kumar sheilaend sirjohnlocksley countessrasmussen colonelcolumbus bhupendrashah
why cheat india,rakesh singh run a busi that allow educ scam to flourish in the countri he enrol bright student into his plan make them write proxi exam for student who are unabl to score or pass and then help them procur a fake degre drama crime publiceduc educationscam emraanhashmi shreyadhanwanthari ammartaalwala samikshagaur shibanibedi rakeshsingh nupur jahnavi emraanhashmi swifesunita yashnagarkoti bhushankumar
halahal,the murder of a colleg girl morph into a suicid take dr shiv on a journey to dig the truth out of his daughter s murder mysteri drama sachinkhedekar barunsobti devendrachauhan purnendubhattacharya enabkizra dr shivshankarsharma yusufqureshi jaideepsingh dr acharya archana taranbajaj
dangerous,two women who have some had bad experi with men passion fall in love with each other romanc crime action thriller rajpalyadav palaksingh nainaganguli gordhansingh apsararani ramgopalvarma
indu sarkar,indu s husband a govern employe believ in use the state of emerg to advanc his career but a moral and ideolog discrep set her on a own path drama histori stateofemerg kirtikulhari anupamkh neilnitinmukesh totaroychowdhuri supriyavinod indusarkar sanjaygandhi navinsarkar indiragandhi madhurbhandarkar
pal pal dil ke paas,pal pal dil ke paa a love stori set in snowi hilli region of himach pradesh with all of the complex of love it is a 2019 indian hindi languag romant drama film direct by sunni deol and produc by sunni sound pvt ltd and zee studio romanc karandeol sahherbambba simonesingh mannusandhu kallirroitziafeta karansehg sahhersethi mrs sushant ilanarossein
rajaji,raja is a lazi slacker who want to have an easi life he figur that if he get marri to a rich woman then he will not have to work so he meet with multi millionair payal impress her and both fall in love with the bless of their respect parent both get marri after the marrig raja find out that payal is the daughter of the multi millionair s gardner and soon leav her fortun visit payal and her father when they win a lotteri and themselv becom wealthi beyond their imagin when raja come to know about their new found wealth he tri to come back into their live but the question is will they accept him back comedi romanc govinda raveenatandon satishkaushik shaktikapoor mohanjoshi rajaji payal shaadil dhanpatrai pratapsingh vimalkumar
mere dad ki maruti,twenti someth sameer is a brat who think he can get away with anyth when he land a lucki date with chandigarh ki shakira jasleen he decid to sneak out his dad s brand new maruti without a second thought after a mad night at a pub a fun drive around the famous gehri rout and one peck on the cheek sameer end up lose the car the car was meant to be a gift for his sister on her wed and is probabl the onli thing his stingi dad tej khullar ever spent money on with onli three day to find it he must ensur his dad doesn t get a whiff of what he has done els he will be turn into butter chicken sameer s life will be turn upsid down as he come face to face with some insan charact like a bhai from chor bazaar an old man with a rifl point at his nose and of cours the chandigarh cop comedi womandirector saqibsaleem rheachakraborti prabalpanjabi ramkapoor ravikishan sameer jasleen jazzleen gattu sameer sfather pathanbhai ashishpatil
hulchul,a troubl acp adopt a young poor child name deva whose mother and father die when he grow up he help his adopt father as a polic offic and acp to solv various crime around town to save his job and protect his famili deva should not onli help his father by track down a mob or fight gang member but he has to releas his half brother karan from polic custodi after he is frame for murder ajaydevgn vinodkhanna kajol ronitroy gavinpackard deva acpsiddh sharmili karan hitman
bhumika,a girl learn music from her courtesan grandmoth and break into the burgeon show busi industri of 1930s bombay which eventu lead to decad of superstardom as well as romant entangl drama music smitapatil anantnag naseeruddinshah amrishpuri amolpalekar usha rajan sunilverma vinayakkal keshavdalvi shyambeneg ishwarlalg sharma
c.i.d.,a newspap editor shrivastav is kill when he was about to expos the underworld link of a veri rich and influenti person c i d inspector shekhar is assign to this case an investig of which lead him to suspect dharamda and his men but dharamda spin a web of lie and deceit and shekhar himself becom a suspect and is arrest by the polic and lose his job leav dharamda and his men to carri on undet action crime devanand shakila kumkum waheedarehman mehmood shekhar rekha kumkum kamini shersingh gurudutt
nachnewale gaanewale,jaggu and maggu are two friend who live togeth sing and danc at wed anniversari birth and parti for a live jaggu has a son name chander while maggu has a daughter name kamla they decid to get the children marri and formal their marriag when they are adult music sheeba shahbazkhan ananthnarayanmahadevan razamurad shaktikapoor asshahbaaz prabhatkumar maggu babbarsubhash
balidaan,thriller action jeetendra sridevi asrani bindu shammikapoor s a chandrasekhar shobachandrasekhar
pyaar koi khel nahin,romanc meet crime drama when nisha and sunil are wed but face the consequ of sunil s brother s question busi associ romanc drama sunnydeol apurvaagnihotri mahimachaudhri kulbhushankharbanda aloknath anand ashok sunil nisha shalu nisha sfather
pizza,pizza is a supernatur thriller it is the stori of kunal a pizza deliveri boy who work at a small pizza joint in mumbai the staff work at the pizza joint are his onli friend and his wife nikita is someon whom he trust and enjoy spend time with his life is limit to deliv pizza across the citi kunal is a non believ in the occult whether ghost or the afterlif life is a seri of regular unev day until one day a pizza deliveri goe wrong kunal deliv to a coupl at a hous and this encount chang his life around for the wors the experi in the haunt hous make kunal realiz there are supernatur power in exist and to make matter wors when he final escap from the hous his wife nikita goe miss pizza is a horror film with a twist thriller horror akshayoberoi parvathyomanakuttan dipannitasharma arunodaysingh rajeshsharma bejoynambiar siddharthroykapur
adventures of tarzan,a hunter hire by a circus owner travel to the jungl to captur the legendari ape man tarzan in this adventur new tale he s brought to the circus where he s forc to perform as the newest attract but it s there he meet rubi a pretti woman in the troup who fall in love with him after he save her life is love strong enough to tame tarzan or will he heed the call of the wild and escap adventur hemantbirj kimikatkar daliptahil omshivpuri narendranath tarzan rubyshetti d k shetti krishnakantverma babbarsubhash
one by two,this is the stori of amit and samara two soul in mumbai a citi of million and how the univers conspir to bring them togeth this is a come of age film about how two peopl are destin to meet but onli when their individu live are readi for each other through a chanc encount a seri of coincid and fate help hand amit and samara live intersect and affect each other whether they can find their true path or not onli time will tell comedi drama romanc abhaydeol preetidesai tahirrajbhasin geetikatyagi lilletedubey amitsharma samarapatel mihirdeshpand radhikarupani kalpanapatel sanjaymehta
parampara,in a remot region in india there has been a tradit of settl differ by fight a duel with pistol with onli one bullet in each of them such was the duel fought by shankar and thakur bhavani singh with the latter emerg as the victor year later bhavani s son prithvi return from london meet shankar s son gora and daughter tara befriend them and eventu both tara and prithvi fall in love with each other when bhavani find this out he want prithvi to marri rajeshwari who come from a rich famili and will destroy gora shankar and his tribe of gypsi unabl to make up his mind prithvi end up marri both women lead to tara give birth to a son pratap bhavani is enrag when he this out he has tara and a lot of their peopl slain and their home torch gora himself is arrest by the polic and sentenc to sever year in prison action drama sunildutt vinodkhanna aamirkhan saifalikhan ashwinibhav thakurbhavanisingh thakurprithvisingh ranvirprithvisingh pratapp singh rajeshwarip singh yashchopra adityachopra
